,cust,monetary,recency,frequency,R,F,M,cluster,RFM_score,class
19304,M641530642,1081340.0,2.0,50.0,4,1,1,1.0,50.766930271979845,3
19305,M641567011,121254.0,56.0,5.0,3,1,1,0.0,42.17795351465323,4
19306,M641573914,1157853.0,3.0,46.0,4,1,1,0.0,50.766930271979845,3
19307,M641591515,73836.0,336.0,1.0,1,1,1,0.0,25.0,4
19308,M641665527,1128070.0,4.0,45.0,4,1,1,0.0,50.766930271979845,3
19309,M641672841,556440.0,2.0,5.0,4,1,1,0.0,50.766930271979845,3
19310,M641695874,21492946.0,9.0,184.0,4,3,2,2.0,75.62418265813139,1
19311,M641725421,1666050.0,2.0,39.0,4,1,1,0.0,50.766930271979845,3
19312,M641789038,1633678.0,1.0,155.0,4,3,1,3.0,67.65938855893616,1
19313,M641790940,78286370.0,3.0,132.0,4,3,3,0.0,83.58897675732662,1
19314,M641792295,2591250.0,27.0,29.0,4,1,1,1.0,50.766930271979845,3
19315,M641941437,33700.0,365.0,1.0,1,1,1,0.0,25.0,4
19316,M641987217,4537340.0,13.0,75.0,4,2,1,0.0,59.213159415457994,2
19317,M642045910,6144595.0,1.0,98.0,4,2,1,1.0,59.213159415457994,2
19318,M642046848,2396093.0,231.0,48.0,1,1,1,0.0,25.0,4
19319,M642054815,9124880.0,36.0,75.0,4,2,1,1.0,59.213159415457994,2
19320,M642056297,1911010.0,14.0,27.0,4,1,1,0.0,50.766930271979845,3
19322,M642062829,6156270.0,1.0,190.0,4,3,1,0.0,67.65938855893616,1
19323,M642095880,81820.0,357.0,3.0,1,1,1,2.0,25.0,4
19324,M642096414,1513700.0,248.0,13.0,1,1,1,0.0,25.0,4
19325,M642099781,3447690.0,1.0,82.0,4,2,1,0.0,59.213159415457994,2
19326,M642110747,2579840.0,22.0,81.0,4,2,1,0.0,59.213159415457994,2
19327,M642124411,1690783.0,36.0,39.0,4,1,1,0.0,50.766930271979845,3
19328,M642128429,440800.0,92.0,6.0,3,1,1,0.0,42.17795351465323,4
19330,M642238949,5778810.0,4.0,116.0,4,2,1,0.0,59.213159415457994,2
19331,M642264120,1855940.0,5.0,70.0,4,2,1,1.0,59.213159415457994,2
19332,M642278113,748940.0,45.0,10.0,3,1,1,1.0,42.17795351465323,4
19334,M642434473,248330.0,2.0,24.0,4,1,1,1.0,50.766930271979845,3
19335,M642437051,6438788.0,2.0,128.0,4,2,1,0.0,59.213159415457994,2
19337,M642496686,78300.0,53.0,3.0,3,1,1,0.0,42.17795351465323,4
19338,M642509603,4679460.0,8.0,131.0,4,2,1,2.0,59.213159415457994,2
19339,M642554137,422263.0,113.0,28.0,3,1,1,0.0,42.17795351465323,4
19340,M642751557,47700.0,275.0,1.0,1,1,1,0.0,25.0,4
19341,M642765053,412940.0,26.0,22.0,4,1,1,0.0,50.766930271979845,3
19342,M642775993,3194570.0,18.0,29.0,4,1,1,1.0,50.766930271979845,3
19343,M642783715,2056980.0,63.0,21.0,3,1,1,0.0,42.17795351465323,4
19344,M642885472,10814248.0,17.0,172.0,4,3,1,0.0,67.65938855893616,1
19345,M642897062,2320732.0,14.0,45.0,4,1,1,0.0,50.766930271979845,3
19346,M642906640,2419198.0,3.0,28.0,4,1,1,0.0,50.766930271979845,3
19347,M642931685,617803.0,60.0,28.0,3,1,1,0.0,42.17795351465323,4
19348,M642934863,659510.0,18.0,14.0,4,1,1,0.0,50.766930271979845,3
19349,M642948032,12900.0,91.0,1.0,3,1,1,1.0,42.17795351465323,4
19350,M642956542,13166423.0,3.0,207.0,4,3,1,0.0,67.65938855893616,1
19351,M642987118,1825083.0,14.0,33.0,4,1,1,0.0,50.766930271979845,3
19352,M643030325,5487505.0,3.0,66.0,4,2,1,0.0,59.213159415457994,2
19353,M643046127,178800.0,296.0,1.0,1,1,1,2.0,25.0,4
19354,M643048380,200820.0,1.0,20.0,4,1,1,3.0,50.766930271979845,3
19355,M643065641,578000.0,70.0,1.0,3,1,1,0.0,42.17795351465323,4
19356,M643081684,7741657.0,1.0,252.0,4,3,1,0.0,67.65938855893616,1
19357,M643131219,1664600.0,9.0,15.0,4,1,1,0.0,50.766930271979845,3
19358,M643163605,4853785.0,1.0,59.0,4,2,1,3.0,59.213159415457994,2
19359,M643179803,79700.0,175.0,4.0,2,1,1,0.0,33.58897675732661,4
19361,M643288533,4743192.0,9.0,24.0,4,1,1,1.0,50.766930271979845,3
19363,M643342082,29013370.0,1.0,343.0,4,3,2,0.0,75.62418265813139,1
19364,M643364417,216850.0,2.0,20.0,4,1,1,0.0,50.766930271979845,3
19365,M643405261,220700.0,34.0,7.0,4,1,1,0.0,50.766930271979845,3
19366,M643432131,4322011.0,4.0,119.0,4,2,1,0.0,59.213159415457994,2
19367,M643474228,1786122.0,1.0,208.0,4,3,1,2.0,67.65938855893616,1
19368,M643518062,680710.0,18.0,19.0,4,1,1,3.0,50.766930271979845,3
19369,M643525568,3675210.0,55.0,28.0,3,1,1,0.0,42.17795351465323,4
19370,M643526420,10818200.0,8.0,47.0,4,1,1,0.0,50.766930271979845,3
19371,M643563007,1149876.0,12.0,94.0,4,2,1,0.0,59.213159415457994,2
19372,M643604471,415370.0,56.0,34.0,3,1,1,0.0,42.17795351465323,4
19373,M643618534,1913391.0,8.0,36.0,4,1,1,1.0,50.766930271979845,3
19374,M643656075,290100.0,95.0,10.0,3,1,1,0.0,42.17795351465323,4
19375,M643687547,31700.0,35.0,3.0,4,1,1,1.0,50.766930271979845,3
19376,M643969417,590970.0,4.0,106.0,4,2,1,0.0,59.213159415457994,2
19377,M643997839,95000.0,270.0,1.0,1,1,1,0.0,25.0,4
19378,M644026136,600120.0,14.0,52.0,4,2,1,0.0,59.213159415457994,2
19379,M644038911,114835.0,9.0,5.0,4,1,1,1.0,50.766930271979845,3
19381,M644129136,2110100.0,35.0,7.0,4,1,1,0.0,50.766930271979845,3
19382,M644178933,204410.0,12.0,25.0,4,1,1,2.0,50.766930271979845,3
19383,M644258425,6145780.0,4.0,94.0,4,2,1,3.0,59.213159415457994,2
19384,M644260360,45050.0,134.0,2.0,2,1,1,0.0,33.58897675732661,4
19385,M644285926,572706.0,16.0,55.0,4,2,1,1.0,59.213159415457994,2
19386,M644408987,3424980.0,35.0,101.0,4,2,1,0.0,59.213159415457994,2
19387,M644412662,2030203.0,71.0,16.0,3,1,1,0.0,42.17795351465323,4
19388,M644446573,1028130.0,11.0,41.0,4,1,1,0.0,50.766930271979845,3
19389,M644458038,1641662.0,33.0,37.0,4,1,1,0.0,50.766930271979845,3
19390,M644490928,2754390.0,6.0,61.0,4,2,1,0.0,59.213159415457994,2
19391,M644509464,368160.0,1.0,110.0,4,2,1,0.0,59.213159415457994,2
19393,M644550254,419930.0,174.0,19.0,2,1,1,2.0,33.58897675732661,4
19394,M644630507,121670.0,3.0,29.0,4,1,1,0.0,50.766930271979845,3
19395,M644654569,743160.0,10.0,14.0,4,1,1,0.0,50.766930271979845,3
19396,M644678951,2678750.0,49.0,18.0,3,1,1,0.0,42.17795351465323,4
19397,M644686035,3254306.0,13.0,47.0,4,1,1,0.0,50.766930271979845,3
19398,M644693019,760740.0,13.0,21.0,4,1,1,0.0,50.766930271979845,3
19399,M644706169,349090.0,12.0,9.0,4,1,1,0.0,50.766930271979845,3
19400,M644762835,1525050.0,23.0,26.0,4,1,1,0.0,50.766930271979845,3
19401,M644769680,836319.0,26.0,24.0,4,1,1,0.0,50.766930271979845,3
19402,M644840430,649030.0,4.0,101.0,4,2,1,1.0,59.213159415457994,2
19403,M645039667,234070.0,8.0,31.0,4,1,1,0.0,50.766930271979845,3
19404,M645042567,8769068.0,4.0,117.0,4,2,1,0.0,59.213159415457994,2
19405,M645185392,2249870.0,3.0,53.0,4,2,1,0.0,59.213159415457994,2
19406,M645196493,363510.0,2.0,17.0,4,1,1,0.0,50.766930271979845,3
19407,M645259934,826160.0,35.0,24.0,4,1,1,1.0,50.766930271979845,3
19408,M645303185,76229917.0,3.0,152.0,4,3,3,1.0,83.58897675732662,1
19409,M645305615,332909.0,12.0,53.0,4,2,1,0.0,59.213159415457994,2
19410,M645341572,143800.0,243.0,2.0,1,1,1,0.0,25.0,4
19411,M645380689,1629520.0,2.0,25.0,4,1,1,0.0,50.766930271979845,3
19412,M645402536,933010.0,5.0,26.0,4,1,1,0.0,50.766930271979845,3
19414,M645487039,1335939.0,7.0,29.0,4,1,1,0.0,50.766930271979845,3
19416,M645535083,127680.0,8.0,2.0,4,1,1,2.0,50.766930271979845,3
19417,M645590149,3572470.0,2.0,27.0,4,1,1,1.0,50.766930271979845,3
19418,M645595189,291700.0,20.0,15.0,4,1,1,3.0,50.766930271979845,3
19419,M645600703,2576742.0,1.0,33.0,4,1,1,0.0,50.766930271979845,3
19420,M645635543,1311830.0,3.0,49.0,4,1,1,0.0,50.766930271979845,3
19421,M645679306,1854501.0,1.0,43.0,4,1,1,0.0,50.766930271979845,3
19422,M645693657,17896258.0,1.0,178.0,4,3,2,0.0,75.62418265813139,1
19423,M645765345,873150.0,35.0,27.0,4,1,1,0.0,50.766930271979845,3
19424,M645819904,3464400.0,23.0,60.0,4,2,1,3.0,59.213159415457994,2
19425,M645893622,15336261.0,1.0,148.0,4,3,2,0.0,75.62418265813139,1
19426,M645909130,55635770.0,23.0,44.0,4,1,2,0.0,58.731724371175076,2
19427,M645955245,913480.0,50.0,39.0,3,1,1,2.0,42.17795351465323,4
19428,M645976443,6626972.0,3.0,187.0,4,3,1,0.0,67.65938855893616,1
19429,M646021478,1208570.0,156.0,20.0,2,1,1,0.0,33.58897675732661,4
19431,M646085551,2520899.0,21.0,51.0,4,2,1,0.0,59.213159415457994,2
19432,M646106093,220300.0,61.0,12.0,3,1,1,0.0,42.17795351465323,4
19433,M646133888,1105040.0,9.0,21.0,4,1,1,0.0,50.766930271979845,3
19434,M646140374,135400.0,39.0,15.0,4,1,1,0.0,50.766930271979845,3
19435,M646241988,4990.0,8.0,1.0,4,1,1,0.0,50.766930271979845,3
19436,M646260608,2120910.0,16.0,20.0,4,1,1,0.0,50.766930271979845,3
19438,M646298241,769640.0,35.0,29.0,4,1,1,1.0,50.766930271979845,3
19439,M646342183,4441510.0,21.0,68.0,4,2,1,0.0,59.213159415457994,2
19440,M646388693,2221288.0,7.0,38.0,4,1,1,2.0,50.766930271979845,3
19441,M646412985,303600.0,133.0,6.0,2,1,1,1.0,33.58897675732661,4
19442,M646503875,794930.0,1.0,84.0,4,2,1,1.0,59.213159415457994,2
19443,M646548619,5041000.0,48.0,49.0,3,1,1,0.0,42.17795351465323,4
19444,M646600928,5900200.0,9.0,18.0,4,1,1,0.0,50.766930271979845,3
19445,M646612217,893660.0,7.0,23.0,4,1,1,0.0,50.766930271979845,3
19446,M646713915,2577540.0,9.0,52.0,4,2,1,2.0,59.213159415457994,2
19447,M646756010,7619560.0,7.0,67.0,4,2,1,0.0,59.213159415457994,2
19448,M646853852,9165313.0,25.0,97.0,4,2,1,0.0,59.213159415457994,2
19449,M646879515,160600.0,214.0,4.0,2,1,1,1.0,33.58897675732661,4
19450,M646929638,1557564.0,2.0,36.0,4,1,1,0.0,50.766930271979845,3
19451,M646957768,257250.0,4.0,17.0,4,1,1,0.0,50.766930271979845,3
19452,M647023373,3686347.0,1.0,56.0,4,2,1,0.0,59.213159415457994,2
19453,M647044998,10030.0,52.0,1.0,3,1,1,0.0,42.17795351465323,4
19454,M647058538,6013700.0,16.0,43.0,4,1,1,2.0,50.766930271979845,3
19455,M647077866,3620050.0,35.0,38.0,4,1,1,0.0,50.766930271979845,3
19457,M647087872,372260.0,119.0,16.0,3,1,1,0.0,42.17795351465323,4
19458,M647120686,4443751.0,8.0,120.0,4,2,1,0.0,59.213159415457994,2
19459,M647211263,24830.0,339.0,3.0,1,1,1,0.0,25.0,4
19460,M647314287,1812293.0,2.0,143.0,4,3,1,0.0,67.65938855893616,1
19461,M647330544,664940.0,7.0,24.0,4,1,1,0.0,50.766930271979845,3
19462,M647365748,3610664.0,1.0,60.0,4,2,1,0.0,59.213159415457994,2
19463,M647386160,1155120.0,2.0,22.0,4,1,1,1.0,50.766930271979845,3
19464,M647390002,43962832.0,7.0,182.0,4,3,2,0.0,75.62418265813139,1
19465,M647399073,1773839.0,45.0,34.0,3,1,1,0.0,42.17795351465323,4
19466,M647413344,325800.0,1.0,3.0,4,1,1,0.0,50.766930271979845,3
19467,M647417131,2087690.0,22.0,26.0,4,1,1,0.0,50.766930271979845,3
19468,M647439288,1293340.0,224.0,25.0,2,1,1,1.0,33.58897675732661,4
19469,M647453877,786176.0,8.0,31.0,4,1,1,0.0,50.766930271979845,3
19470,M647470117,206730.0,1.0,18.0,4,1,1,0.0,50.766930271979845,3
19471,M647503502,10117980.0,7.0,74.0,4,2,1,3.0,59.213159415457994,2
19472,M647505906,7259730.0,5.0,42.0,4,1,1,0.0,50.766930271979845,3
19473,M647508756,784000.0,15.0,24.0,4,1,1,2.0,50.766930271979845,3
19474,M647600290,876915.0,119.0,18.0,3,1,1,0.0,42.17795351465323,4
19475,M647649897,222300.0,48.0,6.0,3,1,1,3.0,42.17795351465323,4
19476,M647654721,299840.0,155.0,10.0,2,1,1,0.0,33.58897675732661,4
19477,M647675829,689480.0,7.0,93.0,4,2,1,1.0,59.213159415457994,2
19479,M647778663,2837405.0,2.0,24.0,4,1,1,0.0,50.766930271979845,3
19480,M647819688,1110662.0,26.0,48.0,4,1,1,0.0,50.766930271979845,3
19481,M647859694,953900.0,51.0,8.0,3,1,1,1.0,42.17795351465323,4
19482,M647863217,1139570.0,42.0,25.0,3,1,1,0.0,42.17795351465323,4
19483,M647871378,199180.0,7.0,22.0,4,1,1,0.0,50.766930271979845,3
19484,M647932413,1479440.0,19.0,27.0,4,1,1,0.0,50.766930271979845,3
19485,M647937276,1511980.0,16.0,21.0,4,1,1,0.0,50.766930271979845,3
19487,M647996823,1207801.0,1.0,39.0,4,1,1,0.0,50.766930271979845,3
19488,M648030224,2239500.0,266.0,4.0,1,1,1,0.0,25.0,4
19489,M648031421,3116987.0,11.0,34.0,4,1,1,0.0,50.766930271979845,3
19490,M648141311,95300.0,315.0,1.0,1,1,1,0.0,25.0,4
19491,M648141911,61980.0,314.0,3.0,1,1,1,0.0,25.0,4
19492,M648149798,888600.0,35.0,23.0,4,1,1,0.0,50.766930271979845,3
19493,M648160748,19606150.0,6.0,255.0,4,3,2,2.0,75.62418265813139,1
19494,M648184913,59500.0,83.0,5.0,3,1,1,0.0,42.17795351465323,4
19495,M648254795,12757000.0,21.0,104.0,4,2,1,0.0,59.213159415457994,2
19497,M648359332,2093204.0,62.0,29.0,3,1,1,0.0,42.17795351465323,4
19498,M648404833,534520.0,47.0,27.0,3,1,1,0.0,42.17795351465323,4
19499,M648449151,4205230.0,8.0,40.0,4,1,1,2.0,50.766930271979845,3
19501,M648527975,479150.0,18.0,13.0,4,1,1,0.0,50.766930271979845,3
19502,M648577708,507350.0,16.0,23.0,4,1,1,1.0,50.766930271979845,3
19503,M648607666,140040.0,48.0,7.0,3,1,1,1.0,42.17795351465323,4
19504,M648652641,2053320.0,32.0,33.0,4,1,1,0.0,50.766930271979845,3
19505,M648656979,3101462.0,1.0,37.0,4,1,1,0.0,50.766930271979845,3
19506,M648778278,63595782.0,10.0,168.0,4,3,3,0.0,83.58897675732662,1
19507,M648806907,43040.0,152.0,1.0,2,1,1,3.0,33.58897675732661,4
19508,M648816032,5119416.0,14.0,72.0,4,2,1,1.0,59.213159415457994,2
19509,M648853494,438850.0,83.0,7.0,3,1,1,0.0,42.17795351465323,4
19510,M648873317,268050.0,12.0,38.0,4,1,1,0.0,50.766930271979845,3
19511,M648879856,227600.0,118.0,3.0,3,1,1,0.0,42.17795351465323,4
19512,M648929249,3033300.0,14.0,29.0,4,1,1,0.0,50.766930271979845,3
19513,M648931679,2535379.0,1.0,181.0,4,3,1,0.0,67.65938855893616,1
19514,M649020437,1457980.0,1.0,97.0,4,2,1,0.0,59.213159415457994,2
19515,M649044741,1093520.0,55.0,13.0,3,1,1,0.0,42.17795351465323,4
19516,M649108679,3870962.0,28.0,53.0,4,2,1,0.0,59.213159415457994,2
19517,M649151280,23500.0,184.0,2.0,2,1,1,0.0,33.58897675732661,4
19518,M649153377,3762787.0,15.0,61.0,4,2,1,0.0,59.213159415457994,2
19519,M649268943,1999260.0,52.0,33.0,3,1,1,0.0,42.17795351465323,4
19520,M649270790,3018160.0,7.0,55.0,4,2,1,0.0,59.213159415457994,2
19521,M649280216,30000.0,121.0,1.0,2,1,1,0.0,33.58897675732661,4
19522,M649293107,66900.0,212.0,1.0,2,1,1,2.0,33.58897675732661,4
19524,M649340940,2032310.0,68.0,52.0,3,2,1,0.0,50.62418265813138,3
19525,M649398944,1783300.0,7.0,24.0,4,1,1,1.0,50.766930271979845,3
19526,M649468143,3425260.0,6.0,66.0,4,2,1,0.0,59.213159415457994,2
19528,M649607440,1688238.0,5.0,37.0,4,1,1,0.0,50.766930271979845,3
19529,M649680973,33000.0,129.0,1.0,2,1,1,0.0,33.58897675732661,4
19530,M649686480,893680.0,7.0,30.0,4,1,1,0.0,50.766930271979845,3
19531,M649745192,1757280.0,8.0,63.0,4,2,1,0.0,59.213159415457994,2
19532,M649813809,849210.0,51.0,19.0,3,1,1,0.0,42.17795351465323,4
19533,M649837146,2198430.0,9.0,83.0,4,2,1,0.0,59.213159415457994,2
19534,M649856580,1616400.0,24.0,17.0,4,1,1,0.0,50.766930271979845,3
19535,M649985936,458215.0,2.0,45.0,4,1,1,0.0,50.766930271979845,3
19536,M650056983,46900.0,199.0,2.0,2,1,1,3.0,33.58897675732661,4
19537,M650060778,988500.0,21.0,21.0,4,1,1,2.0,50.766930271979845,3
19538,M650081173,394920.0,71.0,31.0,3,1,1,3.0,42.17795351465323,4
19539,M650451236,4938027.0,2.0,75.0,4,2,1,0.0,59.213159415457994,2
19540,M650475430,268000.0,356.0,1.0,1,1,1,0.0,25.0,4
19541,M650488831,2320351.0,67.0,79.0,3,2,1,1.0,50.62418265813138,3
19542,M650500528,2767980.0,1.0,51.0,4,2,1,0.0,59.213159415457994,2
19543,M650505345,5232326.0,5.0,102.0,4,2,1,0.0,59.213159415457994,2
19544,M650518996,200850.0,8.0,6.0,4,1,1,0.0,50.766930271979845,3
19545,M650547901,8449970.0,2.0,29.0,4,1,1,0.0,50.766930271979845,3
19546,M650569437,278500.0,84.0,3.0,3,1,1,0.0,42.17795351465323,4
19547,M650604429,5874596.0,2.0,228.0,4,3,1,0.0,67.65938855893616,1
19548,M650636679,332220.0,13.0,22.0,4,1,1,0.0,50.766930271979845,3
19549,M650700835,3500.0,224.0,1.0,2,1,1,0.0,33.58897675732661,4
19550,M650733020,5579280.0,7.0,68.0,4,2,1,0.0,59.213159415457994,2
19551,M650743836,11480632.0,3.0,148.0,4,3,1,0.0,67.65938855893616,1
19552,M650747717,6920400.0,3.0,77.0,4,2,1,1.0,59.213159415457994,2
19553,M650784326,1356761.0,5.0,104.0,4,2,1,0.0,59.213159415457994,2
19554,M650833042,193670.0,38.0,15.0,4,1,1,0.0,50.766930271979845,3
19555,M650849503,2467923.0,1.0,89.0,4,2,1,1.0,59.213159415457994,2
19556,M650887920,2604910.0,5.0,26.0,4,1,1,1.0,50.766930271979845,3
19557,M650906419,5160005.0,83.0,81.0,3,2,1,0.0,50.62418265813138,3
19558,M650920386,9000.0,51.0,1.0,3,1,1,1.0,42.17795351465323,4
19559,M650923640,29000.0,328.0,1.0,1,1,1,0.0,25.0,4
19560,M651018027,3191610.0,6.0,39.0,4,1,1,0.0,50.766930271979845,3
19561,M651080788,15000.0,234.0,1.0,1,1,1,0.0,25.0,4
19562,M651167622,884120.0,6.0,28.0,4,1,1,0.0,50.766930271979845,3
19563,M651180143,1587700.0,2.0,50.0,4,1,1,2.0,50.766930271979845,3
19564,M651181322,1275494.0,1.0,51.0,4,2,1,0.0,59.213159415457994,2
19565,M651240494,7473300.0,1.0,161.0,4,3,1,0.0,67.65938855893616,1
19566,M651256050,358700.0,56.0,24.0,3,1,1,0.0,42.17795351465323,4
19567,M651390664,2369490.0,27.0,72.0,4,2,1,0.0,59.213159415457994,2
19569,M651455666,852398.0,12.0,25.0,4,1,1,2.0,50.766930271979845,3
19570,M651471335,993300.0,10.0,82.0,4,2,1,0.0,59.213159415457994,2
19571,M651486904,1056310.0,91.0,35.0,3,1,1,1.0,42.17795351465323,4
19572,M651503335,1227090.0,4.0,37.0,4,1,1,1.0,50.766930271979845,3
19573,M651503716,2088970.0,9.0,32.0,4,1,1,0.0,50.766930271979845,3
19574,M651543371,193400.0,219.0,9.0,2,1,1,1.0,33.58897675732661,4
19575,M651584265,595820.0,4.0,16.0,4,1,1,0.0,50.766930271979845,3
19576,M651614667,1828412.0,28.0,28.0,4,1,1,0.0,50.766930271979845,3
19577,M651655231,111020.0,56.0,5.0,3,1,1,1.0,42.17795351465323,4
19578,M651707505,22637500.0,3.0,51.0,4,2,2,0.0,67.17795351465323,1
19579,M651713029,1023475.0,154.0,15.0,2,1,1,0.0,33.58897675732661,4
19580,M651740921,1030730.0,74.0,23.0,3,1,1,0.0,42.17795351465323,4
19581,M651775932,10153522.0,3.0,119.0,4,2,1,0.0,59.213159415457994,2
19582,M651785381,4617132.0,31.0,33.0,4,1,1,0.0,50.766930271979845,3
19583,M651841347,1150480.0,36.0,22.0,4,1,1,1.0,50.766930271979845,3
19584,M651869058,1024112.0,4.0,49.0,4,1,1,2.0,50.766930271979845,3
19585,M651874163,1834656.0,7.0,22.0,4,1,1,0.0,50.766930271979845,3
19586,M652007196,647491.0,117.0,17.0,3,1,1,0.0,42.17795351465323,4
19588,M652073329,1652054.0,7.0,46.0,4,1,1,0.0,50.766930271979845,3
19589,M652092704,1611270.0,83.0,25.0,3,1,1,0.0,42.17795351465323,4
19590,M652097920,968810.0,5.0,27.0,4,1,1,0.0,50.766930271979845,3
19591,M652108962,840532.0,125.0,9.0,2,1,1,1.0,33.58897675732661,4
19593,M652175703,620968.0,113.0,33.0,3,1,1,1.0,42.17795351465323,4
19594,M652232872,2416759.0,2.0,98.0,4,2,1,0.0,59.213159415457994,2
19596,M652409781,9798600.0,2.0,195.0,4,3,1,1.0,67.65938855893616,1
19597,M652451932,7188766.0,1.0,183.0,4,3,1,2.0,67.65938855893616,1
19599,M652597584,144560.0,307.0,2.0,1,1,1,0.0,25.0,4
19600,M652598612,1637751.0,273.0,78.0,1,2,1,0.0,33.44622914347815,4
19602,M652708174,86370.0,4.0,2.0,4,1,1,0.0,50.766930271979845,3
19604,M652844097,866752.0,4.0,45.0,4,1,1,0.0,50.766930271979845,3
19605,M652857427,6114074.0,7.0,79.0,4,2,1,3.0,59.213159415457994,2
19606,M652859348,172500.0,11.0,24.0,4,1,1,0.0,50.766930271979845,3
19607,M653070215,3183660.0,17.0,52.0,4,2,1,0.0,59.213159415457994,2
19609,M653307453,1026190.0,11.0,24.0,4,1,1,0.0,50.766930271979845,3
19610,M653312619,4529980.0,6.0,36.0,4,1,1,0.0,50.766930271979845,3
19611,M653331015,549400.0,129.0,7.0,2,1,1,1.0,33.58897675732661,4
19612,M653360651,8535086.0,8.0,32.0,4,1,1,0.0,50.766930271979845,3
19613,M653387654,4612082.0,14.0,63.0,4,2,1,0.0,59.213159415457994,2
19614,M653405085,6453386.0,21.0,57.0,4,2,1,2.0,59.213159415457994,2
19615,M653442318,970590.0,41.0,9.0,3,1,1,0.0,42.17795351465323,4
19616,M653463283,2579248.0,1.0,32.0,4,1,1,0.0,50.766930271979845,3
19617,M653469405,1429510.0,40.0,35.0,4,1,1,1.0,50.766930271979845,3
19618,M653558024,294000.0,129.0,1.0,2,1,1,0.0,33.58897675732661,4
19620,M653604354,851300.0,2.0,14.0,4,1,1,0.0,50.766930271979845,3
19621,M653616689,1653910.0,11.0,37.0,4,1,1,0.0,50.766930271979845,3
19622,M653635325,1102500.0,15.0,20.0,4,1,1,0.0,50.766930271979845,3
19623,M653722703,3208880.0,27.0,43.0,4,1,1,1.0,50.766930271979845,3
19625,M653817447,4775530.0,6.0,65.0,4,2,1,2.0,59.213159415457994,2
19626,M653830067,242510.0,39.0,20.0,4,1,1,0.0,50.766930271979845,3
19628,M654021356,6931802.0,9.0,135.0,4,3,1,1.0,67.65938855893616,1
19630,M654040897,233300.0,311.0,2.0,1,1,1,0.0,25.0,4
19631,M654111336,2111560.0,1.0,101.0,4,2,1,0.0,59.213159415457994,2
19632,M654117388,108090.0,310.0,8.0,1,1,1,0.0,25.0,4
19633,M654121543,2214000.0,3.0,5.0,4,1,1,3.0,50.766930271979845,3
19634,M654155686,2597900.0,52.0,15.0,3,1,1,1.0,42.17795351465323,4
19635,M654195978,968680.0,15.0,35.0,4,1,1,0.0,50.766930271979845,3
19637,M654279274,322060.0,15.0,18.0,4,1,1,3.0,50.766930271979845,3
19638,M654298847,569228.0,2.0,12.0,4,1,1,0.0,50.766930271979845,3
19639,M654324203,1001600.0,2.0,19.0,4,1,1,2.0,50.766930271979845,3
19640,M654398563,802400.0,41.0,6.0,3,1,1,1.0,42.17795351465323,4
19641,M654402556,117100.0,262.0,1.0,1,1,1,0.0,25.0,4
19642,M654443214,801950.0,42.0,21.0,3,1,1,1.0,42.17795351465323,4
19643,M654450798,512870.0,140.0,26.0,2,1,1,1.0,33.58897675732661,4
19644,M654557839,933719.0,2.0,27.0,4,1,1,1.0,50.766930271979845,3
19645,M654557899,1989310.0,56.0,33.0,3,1,1,0.0,42.17795351465323,4
19646,M654562562,323800.0,1.0,23.0,4,1,1,0.0,50.766930271979845,3
19647,M654567111,2557722.0,19.0,82.0,4,2,1,0.0,59.213159415457994,2
19648,M654585786,851858.0,59.0,19.0,3,1,1,0.0,42.17795351465323,4
19649,M654728260,135000.0,62.0,5.0,3,1,1,0.0,42.17795351465323,4
19650,M654741084,103600.0,72.0,1.0,3,1,1,0.0,42.17795351465323,4
19651,M654882882,2491268.0,8.0,36.0,4,1,1,0.0,50.766930271979845,3
19652,M654940128,942765.0,19.0,20.0,4,1,1,0.0,50.766930271979845,3
19653,M654962285,1273240.0,7.0,46.0,4,1,1,0.0,50.766930271979845,3
19654,M654970220,1796843.0,2.0,52.0,4,2,1,0.0,59.213159415457994,2
19655,M655005548,4701480.0,20.0,28.0,4,1,1,0.0,50.766930271979845,3
19656,M655023974,2476182.0,1.0,72.0,4,2,1,0.0,59.213159415457994,2
19657,M655061080,2032260.0,7.0,65.0,4,2,1,1.0,59.213159415457994,2
19658,M655076678,1483160.0,7.0,41.0,4,1,1,0.0,50.766930271979845,3
19660,M655244531,836000.0,204.0,4.0,2,1,1,0.0,33.58897675732661,4
19661,M655251166,89438430.0,7.0,242.0,4,3,3,1.0,83.58897675732662,1
19662,M655299563,1633460.0,2.0,79.0,4,2,1,1.0,59.213159415457994,2
19663,M655351030,1662895.0,13.0,44.0,4,1,1,0.0,50.766930271979845,3
19664,M655412818,3393477.0,11.0,51.0,4,2,1,0.0,59.213159415457994,2
19666,M655479177,1388850.0,1.0,33.0,4,1,1,3.0,50.766930271979845,3
19667,M655500000,2575416.0,8.0,69.0,4,2,1,0.0,59.213159415457994,2
19668,M655525572,3972118.0,1.0,72.0,4,2,1,1.0,59.213159415457994,2
19669,M655548708,305112.0,106.0,5.0,3,1,1,0.0,42.17795351465323,4
19670,M655624049,2817070.0,2.0,60.0,4,2,1,1.0,59.213159415457994,2
19672,M655717971,927780.0,15.0,52.0,4,2,1,1.0,59.213159415457994,2
19673,M655761367,38000.0,295.0,1.0,1,1,1,0.0,25.0,4
19674,M655771821,93500.0,4.0,31.0,4,1,1,0.0,50.766930271979845,3
19675,M655802654,660095.0,62.0,9.0,3,1,1,0.0,42.17795351465323,4
19676,M655803981,652398.0,82.0,21.0,3,1,1,2.0,42.17795351465323,4
