,cust,male,ages,zon_hlv,most_common_visiting,max_buy_am,most_common_time,Lpay_user,twice_product
16806,M621001635,1,40,Z17,Z17,109000.0,13,1,19
16807,M621104441,0,30,Z17,[],54500.0,12,0,0
16808,M621232430,0,40,Z16,Z11,39900.0,21,0,90
16809,M621401684,0,30,Z04,Z04,22900.0,21,0,0
16810,M621428575,1,30,Z17,Z10,25900.0,13,0,1
16811,M621445426,0,30,Z13,Z13,499000.0,18,1,58
16812,M621465922,0,30,Z17,Z17,154800.0,16,1,15
16813,M621496550,0,30,Z17,Z17,557200.0,11,1,14
16814,M621535630,0,40,Z11,Z11,356000.0,11,0,39
16815,M621566569,0,20,Z10,Z10,282600.0,12,0,127
16816,M621664547,0,50,Z09,Z09,4780.0,14,0,0
16817,M621665428,0,30,Z16,Z14,18900.0,19,0,0
16818,M621699711,1,30,Z17,Z10,55090000.0,18,1,4
16819,M621808120,0,40,Z16,Z17,208600.0,19,1,6
16820,M621816338,1,60,Z03,Z03,160300.0,[14 18],0,0
16821,M621878564,0,60,Z10,Z10,114500.0,19,0,7
16822,M621955841,0,50,Z10,Z17,379000.0,13,1,3
16823,M621976525,1,20,Z17,Z17,209160.0,19,0,8
16824,M621982611,0,60,Z05,Z13,199000.0,16,1,49
16825,M622053351,1,40,Z06,Z06,189000.0,20,1,19
16826,M622079725,0,40,Z10,Z10,139000.0,[13 20],1,14
16827,M622186587,1,40,Z10,Z10,354000.0,19,0,18
16828,M622221362,1,50,Z14,Z14,259000.0,16,0,11
16829,M622230383,0,40,Z14,Z17,29100.0,20,0,1
16830,M622244482,0,50,Z10,Z17,393600.0,[11 14],0,12
16831,M622253301,0,50,Z17,Z17,38800.0,17,0,15
16832,M622255604,0,40,Z16,Z16,1390000.0,17,1,54
16833,M622268137,0,40,Z17,Z04,1568430.0,18,0,7
16834,M622275082,0,70,Z17,Z17,270000.0,10,0,14
16835,M622437562,0,30,Z05,Z05,71200.0,13,1,98
16836,M622468945,0,50,Z09,Z09,856000.0,15,1,76
16837,M622541832,0,40,Z10,Z10,84800.0,11,0,6
16838,M622657708,0,40,Z17,Z17,128000.0,17,0,47
16839,M622743989,0,70,Z17,Z17,24800.0,13,0,10
16840,M622781626,1,40,Z16,Z16,632000.0,12,0,6
16841,M622852544,0,40,Z04,Z04,229500.0,17,1,120
16842,M622858456,0,60,Z08,Z08,59000.0,18,0,57
16843,M622942967,1,50,Z11,Z10,45000.0,23,0,13
16844,M622946134,0,40,Z17,Z17,228000.0,10,1,161
16845,M623056312,0,60,Z05,Z05,480000.0,23,1,18
16846,M623060587,1,60,Z10,Z10,280000.0,[13 16],0,4
16847,M623074152,0,30,Z10,Z10,5160000.0,18,1,71
16848,M623076506,0,30,Z04,Z04,2600000.0,20,1,35
16849,M623087753,0,40,Z16,Z16,1350000.0,[10 14],1,16
16850,M623096991,0,30,Z03,Z17,520000.0,20,0,22
16851,M623097157,0,20,Z10,Z17,179000.0,18,0,29
16852,M623117241,0,50,Z10,Z01,37800.0,19,0,3
16853,M623119473,0,40,Z16,Z16,1006000.0,10,0,20
16854,M623131860,1,30,Z10,Z10,5690000.0,19,1,8
16855,M623150378,1,20,Z10,Z10,1750000.0,20,0,3
16856,M623408655,0,20,Z17,Z17,51800.0,13,0,25
16857,M623431673,0,20,Z07,Z07,32900.0,[11 15],0,0
16858,M623468822,0,50,Z17,Z17,208600.0,21,0,39
16859,M623501189,0,30,Z05,Z05,140000.0,17,0,35
16860,M623510895,0,40,Z10,Z10,696000.0,19,1,14
16861,M623545548,1,60,Z17,Z17,158000.0,19,0,3
16862,M623549310,0,60,Z10,Z10,475000.0,15,1,33
16863,M623555227,0,30,Z17,Z17,239000.0,16,0,11
16864,M623587035,0,60,Z04,Z04,124800.0,12,0,91
16865,M623766577,0,60,Z10,Z10,17900.0,16,0,36
16866,M623941971,0,50,Z16,Z16,110000.0,15,1,4
16867,M623969078,0,30,Z10,Z10,860000.0,12,0,38
16868,M623971975,0,50,Z11,Z11,390000.0,17,0,11
16869,M623995189,0,60,Z17,Z17,228000.0,19,1,73
16870,M623998514,0,30,Z09,Z09,29900.0,16,0,8
16871,M624044878,0,70,Z17,Z17,30000.0,14,0,0
16872,M624094726,0,30,Z04,Z04,819000.0,6,1,90
16873,M624226706,0,50,Z05,Z10,5600000.0,16,0,50
16874,M624262914,0,50,Z10,Z10,248800.0,[14 17],0,0
16875,M624268765,0,40,Z16,Z16,274800.0,13,0,16
16876,M624287082,0,30,Z10,Z10,349200.0,13,0,111
16877,M624404053,0,30,Z10,Z17,219000.0,[17 18],1,19
16878,M624415224,1,30,Z10,Z10,34000.0,17,1,40
16879,M624419670,0,50,Z13,Z13,399000.0,21,0,3
16880,M624429078,0,40,Z03,Z03,632000.0,12,0,6
16881,M624430550,0,30,Z04,Z04,86000.0,11,1,3
16882,M624438342,0,40,Z11,Z11,1090000.0,[15 18],0,7
16883,M624462047,0,60,Z17,Z17,119000.0,12,1,122
16884,M624494161,1,20,Z16,[],98000.0,[10 11],0,0
16885,M624512562,0,60,Z07,Z07,3500.0,19,0,0
16886,M624555798,1,40,Z15,Z15,189000.0,14,1,31
16887,M624574941,1,40,Z12,Z12,231300.0,19,1,8
16888,M624588650,1,50,Z16,Z16,2765000.0,14,0,104
16889,M624609629,0,50,Z10,Z10,319000.0,16,0,80
16890,M624619008,1,20,Z07,Z17,210000.0,11,0,1
16891,M624644981,0,50,Z13,Z13,264600.0,15,0,0
16892,M624647010,0,50,Z16,Z16,41000.0,16,0,4
16893,M624657959,0,60,Z09,Z09,534000.0,13,0,2
16894,M624673214,0,40,Z10,Z10,59800.0,18,1,8
16895,M624748155,1,40,Z17,Z17,10310000.0,12,1,7
16896,M624763884,0,60,Z08,Z15,2160000.0,18,0,3
16897,M624779457,0,40,Z09,Z09,350000.0,18,1,45
16898,M624812499,1,30,Z10,Z04,3238000.0,14,1,9
16899,M624840477,1,50,Z10,Z10,249000.0,[12 15],0,14
16900,M624875647,1,40,Z06,Z06,225000.0,18,0,88
16901,M624880671,0,40,Z13,Z13,1552000.0,20,0,102
16902,M624929388,0,50,Z15,Z15,347000.0,19,1,35
16903,M624953758,0,20,Z10,Z17,359000.0,16,1,40
16904,M624996159,1,40,Z17,Z17,49900.0,18,0,7
16905,M625000537,0,40,Z05,Z17,199500.0,14,1,41
16906,M625010404,1,50,Z11,Z14,129000.0,[16 17],0,6
16907,M625040208,1,50,Z11,Z11,404600.0,19,1,37
16908,M625121167,1,30,Z11,Z11,1043100.0,17,0,16
16909,M625181718,0,50,Z17,Z17,115200.0,17,0,121
16910,M625216395,0,30,Z10,Z10,3300000.0,19,1,20
16911,M625228331,0,30,Z06,Z06,299000.0,20,0,87
16912,M625236323,0,40,Z15,Z15,29900.0,20,0,62
16913,M625272109,0,40,Z17,Z17,564000.0,15,0,13
16914,M625298987,0,50,Z10,Z10,35500.0,16,0,14
16915,M625326761,0,40,Z13,Z13,368900.0,17,1,57
16916,M625328130,1,40,Z16,Z16,180000.0,14,1,4
16917,M625347016,0,30,Z10,Z10,91600.0,12,0,2
16918,M625410396,0,50,Z09,Z09,119000.0,15,0,76
16919,M625429451,0,30,Z11,Z11,1000000.0,18,1,104
16920,M625441180,0,40,Z17,Z17,59000.0,11,1,69
16921,M625445936,1,30,Z05,Z05,100000.0,[17 22],0,0
16922,M625489074,0,60,Z14,Z14,483000.0,12,0,5
16923,M625503757,0,20,Z10,Z17,116000.0,14,1,5
16924,M625601648,0,50,Z10,['Z10' 'Z17'],55000.0,[16 17],0,0
16925,M625604845,0,40,Z17,Z17,54500.0,13,0,65
16926,M625629707,0,20,Z10,Z10,45500.0,18,0,1
16927,M625635913,1,50,Z16,Z16,2370000.0,19,1,19
16928,M625734556,0,50,Z10,Z10,21500.0,15,1,7
16929,M625748311,0,60,Z10,Z10,79000.0,14,0,83
16930,M625773193,0,40,Z10,Z10,229600.0,19,0,64
16931,M625776447,0,50,Z15,Z15,284050.0,16,0,7
16932,M625794829,0,30,Z10,Z10,312000.0,19,0,23
16933,M625794955,0,40,Z10,Z10,39900.0,13,0,40
16934,M625807349,0,30,Z04,Z09,1060000.0,20,0,37
16935,M625816711,0,40,Z11,Z11,471600.0,17,0,2
16936,M625824535,0,40,Z10,Z10,115800.0,11,1,54
16937,M625839441,0,40,Z16,Z16,2000000.0,16,1,15
16938,M626009138,0,50,Z10,Z10,230000.0,15,1,30
16939,M626028376,0,40,Z04,Z04,375000.0,13,1,66
16940,M626058920,0,30,Z10,Z17,200000.0,14,0,47
16941,M626081953,0,50,Z17,Z17,1320000.0,11,0,42
16942,M626090837,1,60,Z10,Z10,10000.0,[ 9 14],0,1
16943,M626094131,0,60,Z17,['Z10' 'Z17'],240000.0,17,0,2
16944,M626154378,0,30,Z12,Z12,79900.0,14,0,67
16945,M626220377,0,20,Z16,Z16,17800.0,15,0,0
16946,M626262164,0,30,Z14,Z14,1888000.0,18,1,82
16947,M626327148,0,70,Z10,Z10,25254.0,18,0,28
16948,M626338540,1,40,Z10,Z10,388000.0,17,0,0
16949,M626404066,0,40,Z17,Z17,351000.0,19,0,23
16950,M626413350,0,40,Z06,Z06,178000.0,15,0,34
16951,M626451429,0,20,Z09,Z17,45000.0,19,0,0
16952,M626456315,0,50,Z11,Z11,232200.0,14,0,69
16953,M626511522,1,40,Z17,Z10,220000.0,15,0,2
16954,M626534653,1,50,Z16,Z16,127000.0,12,1,7
16955,M626581041,1,40,Z04,[],34500.0,13,0,0
16956,M626666609,0,40,Z10,Z10,169000.0,11,0,5
16957,M626708280,1,40,Z17,Z10,267000.0,19,0,4
16958,M626733059,0,50,Z10,Z17,20800.0,21,0,10
16959,M626763925,0,60,Z04,Z04,29900.0,19,0,2
16960,M626764154,1,40,Z10,Z17,9000.0,[12 18],0,0
16961,M626788867,0,40,Z13,Z13,2340000.0,[17 20],1,82
16962,M626809369,0,30,Z17,Z17,264000.0,14,1,8
16963,M626814401,0,30,Z04,Z10,134300.0,11,0,22
16964,M626831677,1,40,Z17,Z17,3860000.0,16,1,29
16965,M626893318,0,30,Z10,Z10,45600.0,17,0,35
16966,M626909669,0,20,Z17,Z17,186000.0,15,0,9
16967,M626921825,0,30,Z10,Z10,46800.0,12,0,59
16968,M626944461,1,40,Z16,Z16,334300.0,19,0,10
16969,M626953942,0,50,Z10,Z17,2480000.0,[13 15],0,3
16970,M626976660,0,30,Z08,Z08,39900.0,18,0,31
16971,M626995867,1,30,Z17,Z17,59800.0,18,0,1
16972,M627003364,0,40,Z06,Z06,1420000.0,16,1,48
16973,M627004922,0,40,Z06,Z06,2961000.0,17,1,82
16974,M627007709,0,40,Z10,Z10,442890.0,[17 19],0,29
16975,M627074648,0,50,Z10,Z10,64000.0,19,0,0
16976,M627083013,0,60,Z04,[],15920.0,22,0,28
16977,M627104705,0,30,Z06,Z06,280000.0,14,1,75
16978,M627145006,1,30,Z10,Z09,69800.0,20,0,15
16979,M627191879,0,30,Z06,Z17,799000.0,[13 20],1,36
16980,M627196706,0,40,Z08,Z08,25800.0,11,0,12
16981,M627199579,0,20,Z10,Z10,328000.0,18,0,49
16982,M627252641,0,50,Z16,Z16,79000.0,15,0,59
16983,M627315592,0,40,Z06,Z06,856000.0,19,1,21
16984,M627348502,0,60,Z10,Z10,171500.0,11,0,6
16985,M627398698,0,40,Z10,Z10,39800.0,14,0,30
16986,M627402283,1,20,Z10,Z17,2650000.0,18,1,10
16987,M627403741,1,20,Z08,Z08,79000.0,16,1,128
16988,M627424307,0,50,Z11,Z11,949000.0,[15 16 19],0,4
16989,M627430633,0,40,Z06,Z06,227000.0,16,0,73
16990,M627471354,0,20,Z05,Z05,639000.0,20,0,70
16991,M627503091,0,40,Z01,Z10,209000.0,0,0,22
16992,M627520410,1,40,Z17,Z17,1452000.0,19,1,5
16993,M627588599,1,20,Z14,Z14,52300.0,17,0,0
16994,M627591512,0,50,Z10,Z17,139900.0,16,0,6
16995,M627641890,0,30,Z17,Z17,45700.0,15,0,12
16996,M627648418,0,30,Z10,Z10,111200.0,21,0,33
16997,M627684458,1,40,Z10,Z01,173000.0,20,1,44
16998,M627691981,1,20,Z13,Z13,30800.0,17,0,9
16999,M627708829,1,30,Z14,Z14,118400.0,11,1,5
17000,M627751476,1,50,Z04,Z04,8880.0,17,0,9
17001,M627803518,1,50,Z12,Z12,262400.0,14,0,21
17002,M627831060,0,30,Z17,Z17,2680000.0,11,0,3
17003,M627899003,0,50,Z08,Z08,85000.0,[10 15],0,0
17004,M628089222,0,30,Z09,Z09,270000.0,15,0,48
17005,M628143089,0,50,Z17,Z17,99000.0,16,0,71
17006,M628145309,0,50,Z17,Z17,1212000.0,17,1,45
17007,M628147371,0,60,Z10,Z10,1177000.0,13,0,10
17008,M628149393,1,20,Z04,Z04,33900.0,17,0,16
17009,M628159902,1,50,Z10,Z10,169400.0,18,0,42
17010,M628209023,0,20,Z17,Z16,8980.0,22,1,33
17011,M628227277,1,40,Z11,Z11,3448000.0,15,1,17
17012,M628249128,1,60,Z12,Z12,29900.0,14,0,5
17013,M628344457,0,50,Z16,Z16,340000.0,21,1,17
17014,M628388894,1,30,Z05,Z05,2280000.0,20,0,37
17015,M628393270,0,50,Z06,Z06,256000.0,16,0,59
17016,M628400935,1,30,Z17,Z17,69000.0,18,0,8
17017,M628440938,1,30,Z16,Z16,534000.0,[12 14 16 19],0,13
17018,M628443121,0,40,Z10,Z10,959000.0,17,0,26
17019,M628470083,1,30,Z15,Z15,41980.0,17,0,3
17020,M628477335,0,40,Z10,Z17,590000.0,19,0,0
17021,M628505753,1,30,Z10,Z17,29000.0,21,1,5
17022,M628686632,0,30,Z10,Z10,285000.0,[12 16],0,25
17023,M628812932,0,40,Z11,Z11,99000.0,16,0,44
17024,M628838102,0,60,Z16,Z16,5149000.0,14,0,14
17025,M628881267,1,30,Z10,['Z10' 'Z17'],50400.0,19,0,3
17026,M628893914,0,40,Z06,Z06,257400.0,15,0,82
17027,M628927432,1,30,Z17,['Z10' 'Z17'],20000.0,[10 17],1,0
17028,M628952052,0,50,Z13,Z13,78000.0,20,0,3
17029,M628987360,0,30,Z10,['Z10' 'Z12'],207600.0,14,0,4
17030,M629001242,0,40,Z04,Z04,2190000.0,13,1,62
17031,M629150248,0,50,Z17,Z17,58000.0,14,0,10
17032,M629166100,1,40,Z10,Z10,106800.0,15,0,9
17033,M629208344,0,20,Z10,Z10,289000.0,13,0,11
17034,M629230802,0,40,Z09,Z09,8980.0,15,0,6
17035,M629249060,0,30,Z16,Z16,309000.0,17,0,30
17036,M629264737,0,30,Z15,Z15,457000.0,11,1,30
17037,M629301187,0,60,Z11,Z11,1082600.0,13,0,12
17038,M629305199,0,30,Z13,Z13,570000.0,18,0,9
17039,M629357012,0,40,Z06,Z06,324000.0,19,1,15
17040,M629372656,0,40,Z16,Z16,782170.0,17,0,33
17041,M629415196,0,50,Z17,[],39800.0,10,0,13
17042,M629482545,0,30,Z03,Z03,39900.0,[12 13],0,3
17043,M629497324,1,30,Z13,Z13,335000.0,17,0,62
17044,M629504845,0,30,Z17,Z17,413000.0,13,0,13
17045,M629616284,0,40,Z16,Z16,270400.0,17,1,43
17046,M629629823,0,30,Z16,Z16,24900.0,21,0,56
17047,M629656521,1,40,Z04,Z17,24000.0,22,1,25
17048,M629686422,0,20,Z17,Z17,2880000.0,20,1,60
17049,M629798113,1,30,Z17,Z17,1674000.0,20,1,25
17050,M629801443,0,40,Z10,Z16,140000.0,12,0,58
17051,M629827210,0,40,Z11,Z11,3600000.0,13,1,76
17052,M629856817,0,20,Z08,Z04,35000.0,12,0,4
17053,M629859946,0,20,Z11,[],209000.0,[15 22],0,0
17054,M629901884,0,50,Z11,Z11,279700.0,[13 14],0,8
17055,M629917352,1,40,Z16,Z17,44900.0,22,1,62
17056,M629919642,0,40,Z17,Z17,3000000.0,18,0,12
17057,M630008598,0,30,Z09,Z09,415000.0,15,1,90
17058,M630055956,0,40,Z10,Z10,630000.0,13,0,5
17059,M630101164,1,40,Z05,Z05,134000.0,15,1,48
17060,M630146559,0,20,Z17,Z17,78000.0,16,0,4
17061,M630226672,1,40,Z13,Z13,249000.0,14,0,7
17062,M630243596,0,20,Z10,Z04,360000.0,20,0,25
17063,M630280818,0,40,Z10,Z10,85000.0,15,1,24
17064,M630317005,1,40,Z10,Z10,189900.0,18,0,127
17065,M630374793,0,30,Z14,Z14,14900.0,8,0,12
17066,M630445955,1,30,Z15,Z10,15000.0,17,0,0
17067,M630448412,0,50,Z12,Z12,218000.0,[10 11],0,8
17068,M630520717,0,60,Z17,Z17,89000.0,14,0,8
17069,M630576974,0,50,Z10,Z10,665000.0,14,0,4
17070,M630579804,0,60,Z10,Z10,15500.0,12,0,13
17071,M630608939,0,40,Z16,Z16,405600.0,13,1,38
17072,M630617348,0,30,Z16,Z14,75000.0,13,0,2
17073,M630627184,1,30,Z10,Z10,149000.0,18,0,9
17074,M630635175,0,40,Z06,Z06,1267000.0,20,0,43
17075,M630659150,1,40,Z17,Z17,426000.0,13,1,113
17076,M630670162,0,40,Z15,Z15,13000.0,10,0,0
17077,M630712163,0,60,Z10,Z10,149400.0,17,0,67
17078,M630712338,0,30,Z10,Z10,149500.0,12,1,59
17079,M630847642,0,50,Z04,Z04,217000.0,18,1,132
17080,M630863549,0,50,Z17,Z17,39900.0,17,0,98
17081,M630890056,0,30,Z11,Z11,303000.0,18,0,64
17082,M630936061,1,70,Z10,Z10,44900.0,11,0,13
17083,M630979574,0,20,Z09,Z09,36900.0,14,0,4
17084,M631008892,0,70,Z11,Z11,51348.0,16,0,54
17085,M631016245,0,30,Z11,Z11,52320.0,14,1,29
17086,M631109936,0,40,Z10,Z10,2700000.0,18,1,97
17087,M631145326,1,40,Z06,Z06,383000.0,16,1,23
17088,M631159539,0,60,Z17,Z17,17700.0,16,0,3
17089,M631274690,1,30,Z17,Z17,149000.0,21,1,18
17090,M631280002,1,50,Z09,Z09,59000.0,14,0,18
17091,M631299879,1,50,Z17,Z17,2000000.0,12,1,5
17092,M631464793,0,60,Z17,Z17,600000.0,12,0,16
17093,M631522404,0,40,Z11,Z11,559000.0,13,0,14
17094,M631658889,1,40,Z17,Z17,3320000.0,19,1,27
17095,M631698680,1,30,Z10,Z10,1053000.0,19,1,17
17096,M631767402,0,50,Z11,Z04,16688.0,17,0,4
17097,M631794171,0,40,Z11,Z11,424800.0,16,0,6
17098,M631847438,0,30,Z04,Z17,2200000.0,19,1,21
17099,M631928392,0,20,Z16,Z11,214200.0,15,0,4
17100,M631979787,0,30,Z16,Z16,3411000.0,22,1,50
17101,M632007129,0,40,Z10,Z17,62400.0,15,0,3
17102,M632049811,0,40,Z17,Z17,1075000.0,11,0,0
17103,M632078704,0,30,Z17,Z17,59000.0,14,0,1
17104,M632085486,0,40,Z06,Z06,199000.0,13,0,25
17105,M632110238,1,40,Z10,Z10,44000.0,17,0,7
17106,M632110324,0,40,Z10,Z10,920000.0,[11 14],1,1
17107,M632131800,0,50,Z10,Z10,211000.0,18,0,12
17108,M632179785,1,60,Z17,Z17,24609.0,20,0,29
17109,M632231757,1,40,Z10,Z10,47900.0,20,0,8
17110,M632344720,1,30,Z17,Z17,94850.0,7,1,18
17111,M632363148,1,30,Z17,Z17,2283150.0,16,1,14
17112,M632364618,1,30,Z17,Z17,6261000.0,20,1,28
17113,M632397919,0,20,Z10,Z17,1290000.0,9,1,10
17114,M632412603,1,30,Z10,Z10,193500.0,[ 8 11],1,18
17115,M632412770,0,60,Z11,Z11,292000.0,15,0,4
17116,M632421431,0,50,Z17,Z10,109000.0,17,1,31
17117,M632433090,0,40,Z10,Z17,89900.0,16,0,30
17118,M632433493,1,40,Z10,Z10,5700000.0,[12 16],1,64
17119,M632435714,0,50,Z17,Z17,46000.0,17,0,43
17120,M632508218,0,40,Z17,Z17,1600000.0,21,0,87
17121,M632531783,1,50,Z10,Z10,25000.0,17,0,14
17122,M632548189,1,40,Z10,Z10,49900.0,15,0,28
17123,M632624291,1,40,Z05,Z05,168000.0,16,1,48
17124,M632692697,0,70,Z16,Z16,5000.0,11,0,3
17125,M632725510,1,40,Z17,Z17,71100.0,15,0,12
17126,M632739803,0,30,Z11,Z16,189700.0,18,0,47
17127,M632751826,0,50,Z17,Z17,6130000.0,15,0,83
17128,M632773888,0,30,Z06,Z06,168000.0,17,1,63
17129,M632852923,0,40,Z11,Z11,2150000.0,15,0,15
17130,M632904203,0,40,Z13,Z13,118000.0,[12 14 15 17],0,1
17131,M632928468,0,40,Z06,[],150000.0,13,1,26
17132,M632983342,1,30,Z04,[],359400.0,15,0,0
17133,M632997134,0,40,Z13,Z13,207600.0,15,0,19
17134,M633003486,0,40,Z10,Z17,396000.0,21,0,23
17135,M633012325,1,50,Z14,Z14,1500.0,20,0,0
17136,M633012776,0,40,Z17,Z17,5474000.0,18,0,32
17137,M633062776,0,30,Z10,Z10,198400.0,15,0,0
17138,M633175149,0,50,Z14,Z14,80100.0,14,1,2
17139,M633189585,0,30,Z04,Z04,10500.0,[ 9 11],0,0
17140,M633197331,0,60,Z13,Z13,18900.0,10,0,24
17141,M633215691,0,40,Z10,Z10,489900.0,14,0,60
17142,M633229430,1,40,Z10,Z10,1006200.0,16,0,10
17143,M633245924,1,40,Z14,Z14,159000.0,17,1,58
17144,M633282276,0,30,Z10,Z10,2954400.0,17,0,14
17145,M633301795,0,30,Z08,Z10,115000.0,11,1,1
17146,M633316383,1,40,Z16,Z16,768000.0,19,0,12
17147,M633354604,0,20,Z10,Z10,389000.0,19,0,39
17148,M633414180,0,50,Z10,Z10,1360000.0,[14 15],0,12
17149,M633440369,0,50,Z17,Z17,45900.0,17,0,0
17150,M633476450,0,50,Z17,Z17,193500.0,12,0,4
17151,M633503360,0,30,Z09,Z09,13000.0,17,0,3
17152,M633504385,1,30,Z16,Z16,589000.0,5,0,6
17153,M633534988,1,40,Z17,Z17,219000.0,21,0,9
17154,M633555038,0,40,Z11,Z11,206400.0,20,0,11
17155,M633563469,0,30,Z10,Z10,83900.0,16,1,51
17156,M633567148,0,40,Z17,Z17,438000.0,17,1,13
17157,M633577572,0,50,Z17,Z17,5340000.0,15,0,60
17158,M633585882,1,30,Z17,[],100000.0,9,0,1
17159,M633594748,0,40,Z10,Z16,20708.0,13,1,99
17160,M633699032,0,30,Z10,Z10,460000.0,13,1,41
17161,M633705417,1,40,Z17,Z17,81000.0,18,0,1
17162,M633706006,1,30,Z17,Z17,670000.0,12,1,89
17163,M633727578,0,30,Z05,Z17,599000.0,17,0,46
17164,M633748624,0,30,Z17,Z17,775000.0,17,0,15
17165,M633773944,1,40,Z17,Z17,290000.0,17,1,63
17166,M633783407,0,60,Z15,Z15,45000.0,17,0,0
17167,M633825595,1,60,Z11,Z17,39900.0,18,0,15
17168,M633887581,0,40,Z17,Z17,1443000.0,22,0,19
17169,M633922892,0,40,Z10,Z10,600000.0,16,0,27
17170,M634041591,0,50,Z10,Z17,26000.0,12,0,1
17171,M634052713,0,70,Z17,Z17,89800.0,16,0,48
17172,M634059440,0,30,Z04,Z04,34500.0,19,0,26
17173,M634090523,1,40,Z10,Z10,1247000.0,17,1,90
17174,M634091600,1,40,Z10,Z01,3900.0,12,0,1
17175,M634123739,0,30,Z10,Z10,34300.0,19,0,22
17176,M634310938,0,40,Z12,Z12,169800.0,18,0,3
17177,M634316053,0,30,Z17,Z17,180000.0,12,1,4
17178,M634321815,0,40,Z17,Z17,99000.0,15,1,10
17179,M634333361,0,40,Z08,Z08,39900.0,16,1,85
17180,M634395364,1,40,Z17,[],55800.0,14,0,1
17181,M634396668,0,30,Z04,Z17,1490000.0,12,0,2
17182,M634421590,0,50,Z10,Z10,412000.0,15,0,26
17183,M634422953,0,30,Z16,Z16,49000.0,[14 15],0,0
17184,M634439454,0,30,Z10,Z10,159000.0,13,0,1
17185,M634460608,0,20,Z10,Z10,184000.0,[13 19],0,3
17186,M634598132,0,20,Z17,Z17,5490.0,[14 16 21],1,13
17187,M634629308,0,20,Z06,Z06,272300.0,16,1,64
17188,M634675493,1,40,Z10,Z10,93800.0,[11 12],0,3
17189,M634692832,0,20,Z11,Z16,5200000.0,[17 19],0,5
17190,M634719173,0,50,Z10,Z17,7000.0,18,0,0
17191,M634774019,0,40,Z16,Z16,850500.0,16,1,5
17192,M634848835,1,60,Z17,Z17,2970000.0,19,0,52
17193,M634882745,0,20,Z10,Z10,10310000.0,17,1,14
17194,M634888473,0,40,Z02,Z15,370000.0,19,0,2
17195,M634890961,0,60,Z17,Z17,1000000.0,16,0,29
17196,M634928607,0,20,Z17,Z17,16000.0,22,0,0
17197,M634936368,0,50,Z04,Z04,130000.0,[17 18],0,29
17198,M634938834,0,20,Z16,Z16,1056240.0,12,1,40
17199,M634944768,0,40,Z14,Z14,101500.0,13,0,0
17200,M634958085,0,40,Z10,Z10,2068150.0,13,0,18
17201,M634978112,0,70,Z13,Z13,30000.0,11,0,1
17202,M634979952,0,40,Z01,Z01,139000.0,13,0,41
17203,M635131678,0,30,Z08,Z08,238400.0,16,1,100
17204,M635153594,0,40,Z13,Z13,299000.0,16,1,108
17205,M635206124,0,40,Z10,Z10,3700000.0,11,0,40
17206,M635243433,0,70,Z17,Z17,1000000.0,14,0,10
17207,M635264795,0,60,Z08,Z08,89100.0,14,0,92
17208,M635271186,0,40,Z16,Z16,372000.0,16,1,84
17209,M635290204,0,40,Z10,Z10,429000.0,13,0,5
17210,M635305944,0,40,Z11,Z11,58900.0,17,1,33
17211,M635324938,0,50,Z16,Z16,650000.0,13,0,11
17212,M635376828,0,20,Z17,Z17,149900.0,18,0,30
17213,M635406367,0,40,Z17,Z17,241200.0,18,1,12
17214,M635415470,0,20,Z17,Z10,226800.0,[16 19],0,0
17215,M635421520,1,60,Z15,Z15,676000.0,17,0,10
17216,M635534609,0,30,Z04,Z04,5800000.0,13,0,18
17217,M635565891,1,30,Z11,Z11,1477000.0,17,1,62
17218,M635586261,0,50,Z16,Z16,270000.0,19,1,18
17219,M635599970,0,40,Z10,Z10,128000.0,21,1,13
17220,M635678095,1,40,Z10,Z10,200000.0,15,0,3
17221,M635689840,0,40,Z17,Z17,534000.0,[13 18],0,6
17222,M635693960,0,40,Z10,Z10,21900.0,20,1,5
17223,M635762440,0,40,Z11,Z11,134400.0,14,0,1
17224,M635793966,0,40,Z10,Z10,187800.0,15,0,9
17225,M635801330,1,40,Z10,Z10,392000.0,10,1,39
17226,M635823094,0,50,Z03,Z16,469000.0,15,0,3
17227,M635903271,0,30,Z04,Z04,39900.0,21,0,30
17228,M635909853,0,20,Z17,Z10,11900.0,15,0,0
17229,M635989487,1,40,Z16,Z16,57000.0,[13 20],0,1
17230,M636005610,1,40,Z06,Z06,159000.0,[16 17],0,2
17231,M636016899,0,40,Z17,Z17,41980.0,9,1,61
17232,M636027593,0,30,Z08,Z08,178200.0,17,1,42
17233,M636067182,0,30,Z17,Z17,648000.0,16,1,17
17234,M636104608,1,40,Z14,Z14,347200.0,22,0,25
17235,M636169640,0,30,Z13,Z13,402600.0,21,0,37
17236,M636195590,1,70,Z17,Z17,359400.0,18,0,56
17237,M636223939,1,30,Z17,Z17,16000.0,[21 22],0,4
17238,M636288547,1,50,Z04,Z04,16700000.0,12,1,46
17239,M636312774,1,50,Z13,Z13,87600.0,18,0,94
17240,M636384236,0,50,Z06,Z05,256500.0,11,0,16
17241,M636389360,0,40,Z04,Z04,139000.0,17,0,50
17242,M636431111,1,20,Z17,Z09,225000.0,20,0,20
17243,M636468455,0,50,Z10,Z17,230300.0,13,0,2
17244,M636532857,1,50,Z10,Z10,13800.0,19,0,9
17245,M636549294,0,50,Z12,[],15840.0,5,0,15
17246,M636566798,0,30,Z10,Z10,649000.0,[16 17],0,33
